ID,lifestage,sex,unit_of_measure,country,recorded_year,recorded_value
2391,Adult,M,"Per hundred thousand inhabitants",Türkiye,2015,621.82
2392,Adult,M,"Per hundred thousand inhabitants",Türkiye,2016,684.29
2393,Adult,M,"Per hundred thousand inhabitants",Türkiye,2017,779.71
2394,Adult,M,"Per hundred thousand inhabitants",Türkiye,2018,872.42
2395,Adult,M,"Per hundred thousand inhabitants",Türkiye,2019,945.17
2396,Adult,M,"Per hundred thousand inhabitants",Türkiye,2020,852.97
2398,Adult,M,"Per hundred thousand inhabitants",Türkiye,2021,940.52
2400,Adult,M,"Per hundred thousand inhabitants",Türkiye,2022,1056.02
2402,Adult,M,"Per hundred thousand inhabitants",Türkiye,2023,890.95
2403,Adult,M,"Per hundred thousand inhabitants",Norway,2017,187.57
2405,Adult,M,"Per hundred thousand inhabitants","England and Wales",2008,362.29
2407,Adult,M,"Per hundred thousand inhabitants",Norway,2018,165.25
2408,Adult,M,"Per hundred thousand inhabitants","England and Wales",2009,360.49
2409,Adult,M,"Per hundred thousand inhabitants",Norway,2019,155.72
2415,Adult,M,"Per hundred thousand inhabitants",Norway,2020,153.81
2417,Adult,M,"Per hundred thousand inhabitants",Norway,2021,158.01
2426,Adult,M,"Per hundred thousand inhabitants",Norway,2022,159.40
2430,Adult,M,"Per hundred thousand inhabitants",Norway,2023,145.33
2433,Adult,M,"Per hundred thousand inhabitants",Poland,2008,526.75
2442,Adult,M,"Per hundred thousand inhabitants",Poland,2009,530.77
2445,Adult,M,"Per hundred thousand inhabitants",Poland,2010,510.61
2447,Adult,M,"Per hundred thousand inhabitants",Poland,2011,515.41
3432,Juvenile,F,Number,Albania,2008,32.00
3434,Juvenile,F,Number,Albania,2009,3.00
3437,Juvenile,F,Number,Albania,2010,2.00
3439,Juvenile,F,Number,Albania,2011,0.00
3442,Juvenile,F,Number,Albania,2012,0.00
3445,Juvenile,F,Number,Albania,2013,0.00
3451,Juvenile,F,Number,Albania,2014,0.00
3455,Juvenile,F,Number,Albania,2015,0.00
3458,Juvenile,F,Number,Albania,2016,1.00
3461,Juvenile,F,Number,Albania,2017,0.00
3465,Juvenile,F,Number,Albania,2018,0.00
3468,Juvenile,F,Number,Albania,2019,0.00
3471,Juvenile,F,Number,Albania,2020,0.00
3474,Juvenile,F,Number,Albania,2021,0.00
3477,Juvenile,F,Number,Albania,2022,0.00
3479,Juvenile,F,Number,Albania,2023,0.00
3481,Juvenile,F,Number,Austria,2008,12.00
3483,Juvenile,F,Number,Austria,2009,14.00
3484,Juvenile,F,Number,Austria,2010,17.00
3485,Juvenile,F,Number,Austria,2011,9.00
3486,Juvenile,F,Number,Austria,2012,11.00
3487,Juvenile,F,Number,Austria,2013,6.00
3488,Juvenile,F,Number,Czechia,2018,6.00
3490,Juvenile,F,Number,Austria,2014,6.00
3491,Juvenile,F,Number,Czechia,2019,6.00
3493,Juvenile,F,Number,Austria,2015,12.00
3495,Juvenile,F,Number,Czechia,2020,10.00
3496,Juvenile,F,Number,Austria,2016,11.00
3498,Juvenile,F,Number,Czechia,2021,4.00
3499,Juvenile,F,Number,Austria,2017,10.00
3501,Juvenile,F,Number,Austria,2018,8.00
3502,Juvenile,F,Number,Czechia,2022,2.00
3505,Juvenile,F,Number,Austria,2019,6.00
3506,Juvenile,F,Number,Czechia,2023,8.00
3508,Juvenile,F,Number,Austria,2020,10.00
3509,Juvenile,F,Number,Denmark,2008,0.00
3511,Juvenile,F,Number,Austria,2021,10.00
3513,Juvenile,F,Number,Austria,2022,3.00
3514,Juvenile,F,Number,Austria,2023,9.00
3515,Juvenile,F,Number,Denmark,2009,0.00
3517,Juvenile,F,Number,"Bosnia and Herzegovina",2017,1.00
3518,Juvenile,F,Number,Denmark,2010,2.00
3520,Juvenile,F,Number,"Bosnia and Herzegovina",2018,1.00
3522,Juvenile,F,Number,Denmark,2011,0.00
3524,Juvenile,F,Number,"Bosnia and Herzegovina",2019,0.00
3526,Juvenile,F,Number,Denmark,2012,1.00
3527,Juvenile,F,Number,"Bosnia and Herzegovina",2020,2.00
3529,Juvenile,F,Number,Denmark,2013,0.00
3530,Juvenile,F,Number,"Bosnia and Herzegovina",2021,3.00
3532,Juvenile,F,Number,"Bosnia and Herzegovina",2022,3.00
3534,Juvenile,F,Number,"Bosnia and Herzegovina",2023,4.00
3538,Juvenile,F,Number,Belgium,2008,6.00
3540,Juvenile,F,Number,Belgium,2009,1.00
3542,Juvenile,F,Number,Belgium,2010,7.00
3544,Juvenile,F,Number,Belgium,2011,4.00
3557,Juvenile,F,Number,Belgium,2012,1.00
3560,Juvenile,F,Number,Belgium,2013,4.00
3562,Juvenile,F,Number,Belgium,2015,4.00
3564,Juvenile,F,Number,Belgium,2017,0.00
3566,Juvenile,F,Number,Belgium,2018,0.00
3568,Juvenile,F,Number,Denmark,2014,0.00
3569,Juvenile,F,Number,Belgium,2019,0.00
3571,Juvenile,F,Number,Denmark,2015,0.00
3572,Juvenile,F,Number,Belgium,2020,0.00
3573,Juvenile,F,Number,Denmark,2016,0.00
3574,Juvenile,F,Number,Belgium,2021,0.00
3575,Juvenile,F,Number,Belgium,2022,0.00
3576,Juvenile,F,Number,Belgium,2023,0.00
3577,Juvenile,F,Number,Denmark,2017,1.00
3579,Juvenile,F,Number,Denmark,2018,0.00
3580,Juvenile,F,Number,Denmark,2019,0.00
3582,Juvenile,F,Number,Bulgaria,2008,2.00
3584,Juvenile,F,Number,Denmark,2020,0.00
3586,Juvenile,F,Number,Denmark,2021,2.00
3587,Juvenile,F,Number,Bulgaria,2009,1.00
3588,Juvenile,F,Number,Denmark,2022,0.00
3589,Juvenile,F,Number,Bulgaria,2010,0.00
3590,Juvenile,F,Number,Denmark,2023,0.00
3591,Juvenile,F,Number,Bulgaria,2011,0.00
3592,Juvenile,F,Number,Estonia,2008,1.00
3593,Juvenile,F,Number,Bulgaria,2012,2.00
3594,Juvenile,F,Number,Estonia,2009,1.00
3595,Juvenile,F,Number,Bulgaria,2013,1.00
3596,Juvenile,F,Number,Estonia,2010,1.00
3597,Juvenile,F,Number,Bulgaria,2014,1.00
3598,Juvenile,F,Number,Estonia,2011,4.00
3599,Juvenile,F,Number,Bulgaria,2015,1.00
3600,Juvenile,F,Number,Estonia,2012,2.00
3601,Juvenile,F,Number,Estonia,2013,2.00
3602,Juvenile,F,Number,Bulgaria,2016,0.00
3603,Juvenile,F,Number,Estonia,2014,2.00
3604,Juvenile,F,Number,Bulgaria,2017,1.00
3605,Juvenile,F,Number,Estonia,2015,2.00
3606,Juvenile,F,Number,Bulgaria,2018,2.00
3607,Juvenile,F,Number,Estonia,2016,1.00
3609,Juvenile,F,Number,Bulgaria,2019,0.00
3610,Juvenile,F,Number,Estonia,2017,1.00
3611,Juvenile,F,Number,Bulgaria,2020,0.00
3612,Juvenile,F,Number,Ireland,2023,2.00
3613,Juvenile,F,Number,Estonia,2018,1.00
3614,Juvenile,F,Number,Iceland,2008,1.00
3616,Juvenile,F,Number,Estonia,2019,0.00
3617,Juvenile,F,Number,Bulgaria,2021,1.00
3618,Juvenile,F,Number,Estonia,2020,0.00
3620,Juvenile,F,Number,Bulgaria,2022,1.00
3621,Juvenile,F,Number,Estonia,2021,0.00
3623,Juvenile,F,Number,Bulgaria,2023,1.00
3624,Juvenile,F,Number,Estonia,2022,0.00
3625,Juvenile,F,Number,Estonia,2023,0.00
3626,Juvenile,F,Number,Greece,2008,30.00
3627,Juvenile,F,Number,Switzerland,2008,4.00
3628,Juvenile,F,Number,Greece,2009,25.00
3629,Juvenile,F,Number,Switzerland,2009,1.00
3630,Juvenile,F,Number,Switzerland,2010,6.00
3631,Juvenile,F,Number,Greece,2010,27.00
3632,Juvenile,F,Number,Switzerland,2011,3.00
3633,Juvenile,F,Number,Greece,2011,16.00
3634,Juvenile,F,Number,Iceland,2009,0.00
3635,Juvenile,F,Number,Switzerland,2012,4.00
3636,Juvenile,F,Number,Greece,2012,13.00
3637,Juvenile,F,Number,Switzerland,2013,3.00
3638,Juvenile,F,Number,Greece,2013,12.00
3639,Juvenile,F,Number,Iceland,2010,0.00
3640,Juvenile,F,Number,Switzerland,2014,2.00
3641,Juvenile,F,Number,Greece,2014,11.00
3642,Juvenile,F,Number,Iceland,2011,0.00
3643,Juvenile,F,Number,Greece,2015,4.00
3644,Juvenile,F,Number,Iceland,2012,0.00
3645,Juvenile,F,Number,Greece,2016,10.00
3646,Juvenile,F,Number,Greece,2017,8.00
3647,Juvenile,F,Number,Iceland,2013,0.00
3648,Juvenile,F,Number,Greece,2018,10.00
3649,Juvenile,F,Number,Iceland,2014,0.00
3650,Juvenile,F,Number,Greece,2019,3.00
3651,Juvenile,F,Number,Switzerland,2015,1.00
3652,Juvenile,F,Number,Iceland,2015,0.00
3653,Juvenile,F,Number,Greece,2020,3.00
3654,Juvenile,F,Number,Switzerland,2016,0.00
3655,Juvenile,F,Number,Iceland,2016,0.00
3656,Juvenile,F,Number,Greece,2021,3.00
3657,Juvenile,F,Number,Switzerland,2017,0.00
3658,Juvenile,F,Number,Iceland,2017,0.00
3659,Juvenile,F,Number,Greece,2022,3.00
3660,Juvenile,F,Number,Switzerland,2018,3.00
3661,Juvenile,F,Number,Greece,2023,1.00
3662,Juvenile,F,Number,Iceland,2018,0.00
3663,Juvenile,F,Number,Switzerland,2019,0.00
3664,Juvenile,F,Number,Spain,2010,83.00
3665,Juvenile,F,Number,Iceland,2019,0.00
3666,Juvenile,F,Number,Switzerland,2020,7.00
3668,Juvenile,F,Number,Spain,2011,68.00
3669,Juvenile,F,Number,Switzerland,2021,4.00
3670,Juvenile,F,Number,Iceland,2020,0.00
3671,Juvenile,F,Number,Spain,2012,70.00
3673,Juvenile,F,Number,Iceland,2021,0.00
3674,Juvenile,F,Number,Switzerland,2022,0.00
3675,Juvenile,F,Number,Spain,2013,66.00
3677,Juvenile,F,Number,Iceland,2022,0.00
3678,Juvenile,F,Number,Spain,2014,37.00
3679,Juvenile,F,Number,Iceland,2023,0.00
3680,Juvenile,F,Number,Spain,2015,35.00
3681,Juvenile,F,Number,Italy,2008,75.00
3682,Juvenile,F,Number,Spain,2016,41.00
3683,Juvenile,F,Number,Italy,2009,81.00
3685,Juvenile,F,Number,Spain,2017,32.00
3686,Juvenile,F,Number,Italy,2010,89.00
3688,Juvenile,F,Number,Italy,2011,103.00
3689,Juvenile,F,Number,Spain,2018,47.00
3691,Juvenile,F,Number,Italy,2012,89.00
3693,Juvenile,F,Number,Spain,2019,37.00
3694,Juvenile,F,Number,Italy,2013,91.00
3695,Juvenile,F,Number,Italy,2014,70.00
3696,Juvenile,F,Number,Spain,2020,17.00
3697,Juvenile,F,Number,Italy,2015,100.00
3698,Juvenile,F,Number,Spain,2021,29.00
3700,Juvenile,F,Number,Italy,2016,94.00
3701,Juvenile,F,Number,Spain,2022,31.00
3702,Juvenile,F,Number,Italy,2017,95.00
3704,Juvenile,F,Number,Spain,2023,37.00
3705,Juvenile,F,Number,Italy,2018,123.00
3707,Juvenile,F,Number,Finland,2008,6.00
3709,Juvenile,F,Number,Finland,2009,3.00
3711,Juvenile,F,Number,Finland,2010,1.00
3713,Juvenile,F,Number,Finland,2011,3.00
3714,Juvenile,F,Number,Finland,2012,2.00
3715,Juvenile,F,Number,Finland,2013,3.00
3716,Juvenile,F,Number,Finland,2014,3.00
3717,Juvenile,F,Number,Finland,2015,9.00
3719,Juvenile,F,Number,Finland,2016,11.00
3721,Juvenile,F,Number,Finland,2017,6.00
3722,Juvenile,F,Number,Finland,2018,4.00
3723,Juvenile,F,Number,Finland,2019,8.00
3724,Juvenile,F,Number,Finland,2020,15.00
3725,Juvenile,F,Number,Finland,2021,5.00
3726,Juvenile,F,Number,Finland,2022,0.00
3727,Juvenile,F,Number,Finland,2023,0.00
3728,Juvenile,F,Number,Switzerland,2023,4.00
3729,Juvenile,F,Number,Cyprus,2008,2.00
3730,Juvenile,F,Number,France,2008,24.00
3731,Juvenile,F,Number,Cyprus,2009,1.00
3732,Juvenile,F,Number,Cyprus,2010,0.00
3733,Juvenile,F,Number,France,2009,22.00
3734,Juvenile,F,Number,Cyprus,2011,2.00
3735,Juvenile,F,Number,France,2010,17.00
3736,Juvenile,F,Number,Cyprus,2012,2.00
3737,Juvenile,F,Number,France,2011,33.00
3738,Juvenile,F,Number,Cyprus,2013,5.00
3739,Juvenile,F,Number,France,2012,35.00
3740,Juvenile,F,Number,Cyprus,2014,0.00
3741,Juvenile,F,Number,France,2013,30.00
3742,Juvenile,F,Number,France,2014,35.00
3743,Juvenile,F,Number,Cyprus,2015,1.00
3744,Juvenile,F,Number,France,2015,28.00
3745,Juvenile,F,Number,Cyprus,2016,0.00
3746,Juvenile,F,Number,France,2016,33.00
3747,Juvenile,F,Number,Cyprus,2017,1.00
3748,Juvenile,F,Number,Cyprus,2018,0.00
3749,Juvenile,F,Number,France,2017,30.00
3750,Juvenile,F,Number,Cyprus,2019,1.00
3751,Juvenile,F,Number,Cyprus,2020,0.00
3752,Juvenile,F,Number,France,2018,23.00
3753,Juvenile,F,Number,Cyprus,2021,4.00
3754,Juvenile,F,Number,Cyprus,2022,5.00
3755,Juvenile,F,Number,France,2019,19.00
3756,Juvenile,F,Number,France,2020,25.00
3757,Juvenile,F,Number,France,2021,24.00
3758,Juvenile,F,Number,Cyprus,2023,1.00
3759,Juvenile,F,Number,France,2022,21.00
3760,Juvenile,F,Number,Czechia,2008,7.00
3761,Juvenile,F,Number,France,2023,20.00
3762,Juvenile,F,Number,Czechia,2009,7.00
3763,Juvenile,F,Number,Czechia,2010,11.00
3764,Juvenile,F,Number,Czechia,2011,12.00
3765,Juvenile,F,Number,Croatia,2008,0.00
3766,Juvenile,F,Number,Czechia,2012,9.00
3767,Juvenile,F,Number,Croatia,2009,7.00
3768,Juvenile,F,Number,Czechia,2013,5.00
3769,Juvenile,F,Number,Croatia,2010,8.00
3770,Juvenile,F,Number,Croatia,2011,5.00
3771,Juvenile,F,Number,Croatia,2012,5.00
3772,Juvenile,F,Number,Czechia,2014,6.00
3773,Juvenile,F,Number,Croatia,2013,6.00
3774,Juvenile,F,Number,Czechia,2015,3.00
3775,Juvenile,F,Number,Czechia,2016,8.00
3776,Juvenile,F,Number,Czechia,2017,7.00
3777,Juvenile,F,Number,Netherlands,2021,15.00
3778,Juvenile,F,Number,Netherlands,2022,10.00
3779,Juvenile,F,Number,Netherlands,2023,15.00
3780,Juvenile,F,Number,Norway,2008,0.00
3781,Juvenile,F,Number,Norway,2009,1.00
3782,Juvenile,F,Number,Norway,2010,0.00
3783,Juvenile,F,Number,Norway,2011,0.00
3784,Juvenile,F,Number,Norway,2012,1.00
3785,Juvenile,F,Number,Norway,2013,0.00
3786,Juvenile,F,Number,Croatia,2014,8.00
3787,Juvenile,F,Number,Norway,2014,0.00
3788,Juvenile,F,Number,Croatia,2015,4.00
3789,Juvenile,F,Number,Norway,2015,0.00
3790,Juvenile,F,Number,Norway,2016,1.00
3791,Juvenile,F,Number,Norway,2017,2.00
3792,Juvenile,F,Number,Croatia,2016,7.00
3793,Juvenile,F,Number,Norway,2018,1.00
3794,Juvenile,F,Number,Croatia,2017,6.00
3795,Juvenile,F,Number,Norway,2019,2.00
3796,Juvenile,F,Number,Croatia,2018,6.00
3797,Juvenile,F,Number,Norway,2020,0.00
3798,Juvenile,F,Number,Croatia,2019,9.00
3799,Juvenile,F,Number,Norway,2021,0.00
3800,Juvenile,F,Number,Croatia,2020,7.00
3801,Juvenile,F,Number,Norway,2022,1.00
3802,Juvenile,F,Number,Croatia,2021,11.00
3803,Juvenile,F,Number,Norway,2023,0.00
3804,Juvenile,F,Number,Croatia,2022,8.00
3805,Juvenile,F,Number,Poland,2008,275.00
3806,Juvenile,F,Number,Croatia,2023,9.00
3807,Juvenile,F,Number,Poland,2009,263.00
3808,Juvenile,F,Number,Poland,2010,264.00
3809,Juvenile,F,Number,Poland,2011,236.00
3810,Juvenile,F,Number,Hungary,2008,24.00
3811,Juvenile,F,Number,Poland,2012,209.00
3812,Juvenile,F,Number,Poland,2013,178.00
3813,Juvenile,F,Number,Hungary,2009,17.00
3814,Juvenile,F,Number,Poland,2014,287.00
3815,Juvenile,F,Number,Poland,2015,243.00
3816,Juvenile,F,Number,Hungary,2010,21.00
3817,Juvenile,F,Number,Poland,2016,107.00
3818,Juvenile,F,Number,Hungary,2011,23.00
3819,Juvenile,F,Number,Poland,2017,158.00
3820,Juvenile,F,Number,Hungary,2012,16.00
3821,Juvenile,F,Number,Italy,2019,127.00
3822,Juvenile,F,Number,Poland,2018,138.00
3823,Juvenile,F,Number,Hungary,2013,20.00
3824,Juvenile,F,Number,Poland,2019,121.00
3825,Juvenile,F,Number,Hungary,2014,17.00
3826,Juvenile,F,Number,Hungary,2015,15.00
3827,Juvenile,F,Number,Poland,2020,122.00
3828,Juvenile,F,Number,Poland,2021,105.00
3829,Juvenile,F,Number,Poland,2022,144.00
3830,Juvenile,F,Number,Hungary,2016,17.00
3831,Juvenile,F,Number,Poland,2023,204.00
3832,Juvenile,F,Number,Hungary,2017,8.00
3833,Juvenile,F,Number,Portugal,2013,14.00
3834,Juvenile,F,Number,Hungary,2018,10.00
3835,Juvenile,F,Number,Portugal,2016,20.00
3836,Juvenile,F,Number,Hungary,2019,9.00
3837,Juvenile,F,Number,Portugal,2017,23.00
3838,Juvenile,F,Number,Portugal,2018,25.00
3839,Juvenile,F,Number,Portugal,2019,33.00
3840,Juvenile,F,Number,Hungary,2020,10.00
3841,Juvenile,F,Number,Portugal,2020,24.00
3842,Juvenile,F,Number,Hungary,2021,9.00
3843,Juvenile,F,Number,Portugal,2021,22.00
3844,Juvenile,F,Number,Hungary,2022,4.00
3845,Juvenile,F,Number,Portugal,2022,27.00
3846,Juvenile,F,Number,Portugal,2023,33.00
3847,Juvenile,F,Number,Hungary,2023,5.00
3848,Juvenile,F,Number,Romania,2008,15.00
3849,Juvenile,F,Number,Ireland,2008,0.00
3850,Juvenile,F,Number,Romania,2009,19.00
3851,Juvenile,F,Number,Ireland,2009,0.00
3852,Juvenile,F,Number,Romania,2010,24.00
3853,Juvenile,F,Number,Ireland,2010,0.00
3854,Juvenile,F,Number,Romania,2011,21.00
3855,Juvenile,F,Number,Ireland,2011,0.00
3856,Juvenile,F,Number,Romania,2012,17.00
3857,Juvenile,F,Number,Ireland,2012,0.00
3858,Juvenile,F,Number,Romania,2013,20.00
3859,Juvenile,F,Number,Ireland,2013,0.00
3860,Juvenile,F,Number,Romania,2014,20.00
3861,Juvenile,F,Number,Ireland,2014,0.00
3862,Juvenile,F,Number,Romania,2015,16.00
3863,Juvenile,F,Number,Romania,2016,20.00
3864,Juvenile,F,Number,Romania,2017,20.00
3865,Juvenile,F,Number,Romania,2018,6.00
3866,Juvenile,F,Number,Ireland,2015,1.00
3867,Juvenile,F,Number,Romania,2019,9.00
3868,Juvenile,F,Number,Ireland,2016,1.00
3869,Juvenile,F,Number,Romania,2020,5.00
3870,Juvenile,F,Number,Ireland,2018,7.00
3871,Juvenile,F,Number,Romania,2021,6.00
3872,Juvenile,F,Number,Ireland,2019,3.00
3873,Juvenile,F,Number,Romania,2022,9.00
3874,Juvenile,F,Number,Ireland,2020,3.00
3875,Juvenile,F,Number,Romania,2023,11.00
3877,Juvenile,F,Number,Ireland,2021,3.00
3878,Juvenile,F,Number,Serbia,2008,27.00
3879,Juvenile,F,Number,Ireland,2022,4.00
3880,Juvenile,F,Number,Serbia,2009,30.00
3881,Juvenile,F,Number,Serbia,2010,11.00
3883,Juvenile,F,Number,Serbia,2011,19.00
3885,Juvenile,F,Number,Serbia,2012,9.00
3887,Juvenile,F,Number,Serbia,2013,12.00
3889,Juvenile,F,Number,Serbia,2014,12.00
3890,Juvenile,F,Number,"England and Wales",2015,0.00
3891,Juvenile,F,Number,Serbia,2015,9.00
3892,Juvenile,F,Number,"England and Wales",2016,0.00
3893,Juvenile,F,Number,Serbia,2016,12.00
3894,Juvenile,F,Number,"England and Wales",2017,0.00
3895,Juvenile,F,Number,Serbia,2017,6.00
3896,Juvenile,F,Number,Serbia,2018,12.00
3897,Juvenile,F,Number,Serbia,2019,13.00
3898,Juvenile,F,Number,Serbia,2020,15.00
3899,Juvenile,F,Number,Serbia,2021,8.00
3900,Juvenile,F,Number,Serbia,2022,12.00
3901,Juvenile,F,Number,Serbia,2023,14.00
3902,Juvenile,F,Number,"England and Wales",2018,0.00
3903,Juvenile,F,Number,Sweden,2008,0.00
3904,Juvenile,F,Number,"Scotland (NUTS 2021)",2008,44.00
3905,Juvenile,F,Number,Sweden,2009,0.00
3906,Juvenile,F,Number,"Scotland (NUTS 2021)",2009,44.00
3907,Juvenile,F,Number,"Scotland (NUTS 2021)",2010,50.00
3908,Juvenile,F,Number,Sweden,2010,0.00
3909,Juvenile,F,Number,"Scotland (NUTS 2021)",2011,44.00
3910,Juvenile,F,Number,Sweden,2011,0.00
3911,Juvenile,F,Number,"Scotland (NUTS 2021)",2012,34.00
3912,Juvenile,F,Number,Sweden,2012,0.00
3913,Juvenile,F,Number,"Scotland (NUTS 2021)",2013,26.00
3914,Juvenile,F,Number,Sweden,2013,0.00
3916,Juvenile,F,Number,"Scotland (NUTS 2021)",2014,26.00
3917,Juvenile,F,Number,Sweden,2014,1.00
3919,Juvenile,F,Number,Sweden,2015,0.00
3920,Juvenile,F,Number,"Scotland (NUTS 2021)",2015,15.00
3922,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2008,2.00
3923,Juvenile,F,Number,Sweden,2016,0.00
3924,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2009,0.00
3925,Juvenile,F,Number,Sweden,2017,0.00
3926,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2010,0.00
3927,Juvenile,F,Number,Sweden,2018,2.00
3928,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2011,0.00
3929,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2012,0.00
3930,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2013,0.00
3931,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2014,0.00
3932,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2015,0.00
3933,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2016,0.00
3934,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2017,0.00
3935,Juvenile,F,Number,Sweden,2019,1.00
3936,Juvenile,F,Number,"Northern Ireland (UK) (NUTS 2021)",2018,0.00
3937,Juvenile,F,Number,Sweden,2020,0.00
3939,Juvenile,F,Number,Kosovo*,2011,0.00
3940,Juvenile,F,Number,Sweden,2021,2.00
3942,Juvenile,F,Number,Kosovo*,2012,1.00
3943,Juvenile,F,Number,Sweden,2022,0.00
3945,Juvenile,F,Number,Sweden,2023,7.00
3946,Juvenile,F,Number,Kosovo*,2013,2.00
3947,Juvenile,F,Number,Slovenia,2008,0.00
3948,Juvenile,F,Number,Kosovo*,2014,0.00
3949,Juvenile,F,Number,Italy,2020,65.00
3950,Juvenile,F,Number,Italy,2021,57.00
3951,Juvenile,F,Number,Slovenia,2009,0.00
3952,Juvenile,F,Number,Slovenia,2010,0.00
3953,Juvenile,F,Number,Kosovo*,2015,0.00
3954,Juvenile,F,Number,Slovenia,2011,0.00
3955,Juvenile,F,Number,Italy,2022,58.00
3956,Juvenile,F,Number,Kosovo*,2016,2.00
3957,Juvenile,F,Number,Slovenia,2012,0.00
3958,Juvenile,F,Number,Italy,2023,63.00
3959,Juvenile,F,Number,Kosovo*,2017,2.00
3960,Juvenile,F,Number,Slovenia,2013,0.00
3961,Juvenile,F,Number,Liechtenstein,2009,0.00
3962,Juvenile,F,Number,Kosovo*,2018,2.00
3963,Juvenile,F,Number,Liechtenstein,2010,0.00
3964,Juvenile,F,Number,Kosovo*,2019,0.00
3965,Juvenile,F,Number,Slovenia,2014,0.00
3966,Juvenile,F,Number,Liechtenstein,2011,0.00
3967,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2022,5.95
3968,Juvenile,F,Number,Slovenia,2015,0.00
3969,Juvenile,F,Number,Kosovo*,2020,1.00
3970,Juvenile,F,Number,Liechtenstein,2012,0.00
3971,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2023,1.18
3972,Juvenile,F,"Per hundred thousand inhabitants",Albania,2014,0.00
3973,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2008,0.78
3974,Juvenile,F,Number,Slovenia,2016,1.00
3975,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2009,0.78
3976,Juvenile,F,"Per hundred thousand inhabitants",Albania,2015,0.00
3977,Juvenile,F,Number,Slovenia,2018,1.00
3978,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2010,1.23
3979,Juvenile,F,"Per hundred thousand inhabitants",Albania,2016,0.34
3980,Juvenile,F,Number,Slovenia,2019,2.00
3981,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2011,1.33
3982,Juvenile,F,"Per hundred thousand inhabitants",Albania,2017,0.00
3983,Juvenile,F,Number,Slovenia,2020,1.00
3984,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2012,1.01
3985,Juvenile,F,Number,Slovenia,2021,1.00
3986,Juvenile,F,"Per hundred thousand inhabitants",Albania,2018,0.00
3987,Juvenile,F,Number,Slovenia,2022,1.00
3988,Juvenile,F,"Per hundred thousand inhabitants",Albania,2019,0.00
3989,Juvenile,F,Number,Slovenia,2023,1.00
3990,Juvenile,F,"Per hundred thousand inhabitants",Albania,2020,0.00
3991,Juvenile,F,Number,Slovakia,2008,2.00
3992,Juvenile,F,"Per hundred thousand inhabitants",Albania,2021,0.00
3993,Juvenile,F,Number,Liechtenstein,2013,0.00
3994,Juvenile,F,Number,Liechtenstein,2014,0.00
3995,Juvenile,F,"Per hundred thousand inhabitants",Albania,2022,0.00
3996,Juvenile,F,"Per hundred thousand inhabitants",Albania,2023,0.00
3997,Juvenile,F,Number,Liechtenstein,2015,0.00
3998,Juvenile,F,"Per hundred thousand inhabitants",Austria,2008,1.56
3999,Juvenile,F,Number,Liechtenstein,2016,0.00
4000,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2013,0.56
4001,Juvenile,F,"Per hundred thousand inhabitants",Austria,2009,1.84
4002,Juvenile,F,Number,Liechtenstein,2017,0.00
4003,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2014,0.67
4004,Juvenile,F,"Per hundred thousand inhabitants",Austria,2010,2.26
4005,Juvenile,F,Number,Liechtenstein,2018,0.00
4006,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2015,0.33
4007,Juvenile,F,"Per hundred thousand inhabitants",Austria,2011,1.21
4008,Juvenile,F,Number,Liechtenstein,2019,0.00
4009,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2016,0.87
4010,Juvenile,F,"Per hundred thousand inhabitants",Austria,2012,1.50
4011,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2017,0.75
4012,Juvenile,F,"Per hundred thousand inhabitants",Austria,2013,0.82
4013,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2018,0.63
4014,Juvenile,F,"Per hundred thousand inhabitants",Austria,2014,0.83
4015,Juvenile,F,Number,Liechtenstein,2020,1.00
4016,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2019,0.62
4017,Juvenile,F,"Per hundred thousand inhabitants",Austria,2015,1.63
4018,Juvenile,F,Number,Liechtenstein,2021,0.00
4019,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2020,1.03
4020,Juvenile,F,"Per hundred thousand inhabitants",Austria,2016,1.59
4021,Juvenile,F,"Per hundred thousand inhabitants",Austria,2017,1.35
