ID,offence,sex,unit_of_measure,country_territory,recorded_year,recorded_value
3415,Rape,Females,"Per hundred thousand inhabitants",Lithuania,2020,0.13
3416,Rape,Females,Number,Lithuania,2016,0.00
3417,Rape,Females,"Per hundred thousand inhabitants","Scotland (NUTS 2021)",2008,0.04
3418,Rape,Females,"Per hundred thousand inhabitants",Poland,2017,0.01
3419,Rape,Females,"Per hundred thousand inhabitants",Lithuania,2021,0.20
3420,Rape,Females,"Per hundred thousand inhabitants","Scotland (NUTS 2021)",2009,0.04
3421,Rape,Females,"Per hundred thousand inhabitants",Poland,2018,0.02
3422,Rape,Females,"Per hundred thousand inhabitants",Lithuania,2022,0.00
3423,Rape,Females,"Per hundred thousand inhabitants","Scotland (NUTS 2021)",2010,0.04
3424,Rape,Females,"Per hundred thousand inhabitants",Poland,2019,0.02
3425,Rape,Females,"Per hundred thousand inhabitants",Lithuania,2023,0.07
3426,Rape,Females,"Per hundred thousand inhabitants","Scotland (NUTS 2021)",2011,0.04
3427,Rape,Females,"Per hundred thousand inhabitants",Poland,2020,0.02
3428,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2011,0.00
3429,Rape,Females,"Per hundred thousand inhabitants","Scotland (NUTS 2021)",2012,0.04
3430,Rape,Females,"Per hundred thousand inhabitants",Poland,2021,0.01
3431,Rape,Females,"Per hundred thousand inhabitants","Scotland (NUTS 2021)",2013,0.04
3432,Rape,Females,"Per hundred thousand inhabitants",Poland,2022,0.01
3433,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2009,0.00
3434,Rape,Females,"Per hundred thousand inhabitants",Poland,2023,0.01
3435,Rape,Females,Number,Lithuania,2017,0.00
3436,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2010,0.00
3437,Rape,Females,"Per hundred thousand inhabitants",Portugal,2009,0.00
3438,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2012,0.00
3439,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2011,0.00
3440,Rape,Females,"Per hundred thousand inhabitants",Portugal,2010,0.00
3441,Rape,Females,Number,Lithuania,2018,1.00
3442,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2012,0.00
3443,Rape,Females,"Per hundred thousand inhabitants",Portugal,2011,0.00
3444,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2013,0.00
3445,Rape,Females,"Per hundred thousand inhabitants",Portugal,2012,0.00
3446,Rape,Females,Number,Lithuania,2019,0.00
3447,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2014,0.00
3448,Rape,Females,"Per hundred thousand inhabitants",Portugal,2013,0.00
3449,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2013,0.00
3450,Rape,Females,"Per hundred thousand inhabitants","Northern Ireland (UK) (NUTS 2021)",2015,0.00
3451,Rape,Females,Number,Lithuania,2020,2.00
3452,Rape,Females,"Per hundred thousand inhabitants",Portugal,2014,0.00
3453,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2014,0.00
3454,Rape,Females,"Per hundred thousand inhabitants",Kosovo*,2018,0.00
3455,Rape,Females,"Per hundred thousand inhabitants",Portugal,2015,0.00
3456,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2015,0.00
3457,Rape,Females,"Per hundred thousand inhabitants",Kosovo*,2019,0.00
3458,Rape,Females,"Per hundred thousand inhabitants",Portugal,2016,0.00
3459,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2016,0.00
3460,Rape,Females,"Per hundred thousand inhabitants",Kosovo*,2020,0.00
3461,Rape,Females,"Per hundred thousand inhabitants",Portugal,2017,0.00
3462,Rape,Females,"Per hundred thousand inhabitants",Luxembourg,2017,0.00
3463,Rape,Males,Number,Albania,2008,107.00
3464,Rape,Females,"Per hundred thousand inhabitants",Portugal,2018,0.02
3465,Rape,Males,Number,Albania,2009,95.00
3466,Rape,Females,Number,Lithuania,2021,3.00
3467,Rape,Males,Number,Albania,2010,60.00
3468,Rape,Females,"Per hundred thousand inhabitants",Portugal,2019,0.00
3469,Rape,Females,"Per hundred thousand inhabitants",Portugal,2020,0.00
3470,Rape,Males,Number,Albania,2011,73.00
3471,Rape,Females,Number,Lithuania,2022,0.00
3472,Rape,Males,Number,Albania,2012,74.00
3473,Rape,Males,Number,Albania,2013,71.00
3474,Rape,Females,"Per hundred thousand inhabitants",Latvia,2013,0.00
3475,Rape,Males,Number,Albania,2014,79.00
3476,Rape,Females,"Per hundred thousand inhabitants",Latvia,2014,0.09
3477,Rape,Males,Number,Albania,2015,77.00
3478,Rape,Males,Number,Albania,2016,98.00
3479,Rape,Females,Number,Lithuania,2023,1.00
3480,Rape,Males,Number,Albania,2017,90.00
3481,Rape,Males,Number,Albania,2018,108.00
3482,Rape,Females,"Per hundred thousand inhabitants",Latvia,2015,0.00
3483,Rape,Females,Number,Luxembourg,2011,0.00
3484,Rape,Males,Number,Albania,2019,74.00
3485,Rape,Females,"Per hundred thousand inhabitants",Latvia,2016,0.00
3486,Rape,Males,Number,Albania,2020,65.00
3487,Rape,Females,Number,Luxembourg,2012,0.00
3488,Rape,Females,"Per hundred thousand inhabitants",Latvia,2017,0.09
3489,Rape,Males,Number,Albania,2021,64.00
3490,Rape,Females,"Per hundred thousand inhabitants",Latvia,2018,0.19
3491,Rape,Females,Number,Luxembourg,2013,0.00
3492,Rape,Males,Number,Albania,2022,82.00
3493,Rape,Males,Number,Albania,2023,78.00
3494,Rape,Females,Number,Luxembourg,2014,0.00
3495,Rape,Males,Number,Austria,2008,245.00
3496,Rape,Females,"Per hundred thousand inhabitants",Latvia,2019,0.19
3497,Rape,Males,Number,Austria,2009,259.00
3498,Rape,Females,"Per hundred thousand inhabitants",Latvia,2020,0.19
3499,Rape,Males,Number,Austria,2010,374.00
3500,Rape,Males,Number,Austria,2011,398.00
3501,Rape,Males,Number,Austria,2012,402.00
3502,Rape,Females,"Per hundred thousand inhabitants",Portugal,2021,0.00
3503,Rape,Males,Number,Austria,2013,424.00
3504,Rape,Females,"Per hundred thousand inhabitants",Portugal,2022,0.00
3505,Rape,Females,"Per hundred thousand inhabitants",Latvia,2021,0.20
3506,Rape,Males,Number,Austria,2014,424.00
3507,Rape,Females,"Per hundred thousand inhabitants",Portugal,2023,0.04
3508,Rape,Females,"Per hundred thousand inhabitants",Latvia,2022,0.30
3509,Rape,Males,Number,Austria,2015,399.00
3510,Rape,Females,Number,Luxembourg,2015,0.00
3511,Rape,Females,"Per hundred thousand inhabitants",Latvia,2023,0.10
3512,Rape,Males,Number,Austria,2016,482.00
3513,Rape,Females,"Per hundred thousand inhabitants",Montenegro,2008,0.00
3514,Rape,Males,Number,Austria,2017,499.00
3515,Rape,Males,Number,Austria,2018,483.00
3516,Rape,Males,Number,Austria,2019,498.00
3517,Rape,Males,Number,Austria,2020,464.00
3518,Rape,Females,"Per hundred thousand inhabitants",Montenegro,2009,0.00
3519,Rape,Males,Number,Austria,2021,488.00
3520,Rape,Males,Number,Austria,2022,516.00
3521,Rape,Males,Number,Austria,2023,533.00
3522,Rape,Females,Number,Luxembourg,2016,0.00
3523,Rape,Males,Number,"Bosnia and Herzegovina",2013,61.00
3524,Rape,Males,Number,"Bosnia and Herzegovina",2014,67.00
3525,Rape,Females,Number,Luxembourg,2017,0.00
3526,Rape,Males,Number,"Bosnia and Herzegovina",2015,57.00
3527,Rape,Males,Number,Czechia,2017,540.00
3528,Rape,Females,Number,Latvia,2013,0.00
3529,Rape,Males,Number,"Bosnia and Herzegovina",2016,46.00
3530,Rape,Males,Number,Czechia,2018,539.00
3531,Rape,Males,Number,"Bosnia and Herzegovina",2017,45.00
3532,Rape,Females,Number,Latvia,2014,1.00
3533,Rape,Males,Number,Czechia,2019,546.00
3534,Rape,Males,Number,Czechia,2020,520.00
3535,Rape,Females,Number,Latvia,2015,0.00
3536,Rape,Males,Number,Czechia,2021,530.00
3537,Rape,Females,"Per hundred thousand inhabitants",Romania,2008,0.04
3538,Rape,Males,Number,"Bosnia and Herzegovina",2018,152.00
3539,Rape,Males,Number,Czechia,2022,645.00
3540,Rape,Males,Number,Czechia,2023,626.00
3541,Rape,Males,Number,Germany,2013,1320.00
3542,Rape,Males,Number,Germany,2014,1227.00
3543,Rape,Males,Number,Germany,2015,1250.00
3544,Rape,Females,Number,Latvia,2016,0.00
3545,Rape,Males,Number,Germany,2016,1193.00
3546,Rape,Males,Number,Germany,2017,1646.00
3547,Rape,Males,Number,"Bosnia and Herzegovina",2019,51.00
3548,Rape,Males,Number,Germany,2018,1632.00
3549,Rape,Males,Number,"Bosnia and Herzegovina",2020,34.00
3550,Rape,Males,Number,Germany,2019,1478.00
3551,Rape,Males,Number,"Bosnia and Herzegovina",2021,53.00
3552,Rape,Males,Number,Germany,2020,1675.00
3553,Rape,Males,Number,"Bosnia and Herzegovina",2022,54.00
3554,Rape,Females,Number,Latvia,2017,1.00
3555,Rape,Males,Number,Germany,2021,1681.00
3556,Rape,Males,Number,"Bosnia and Herzegovina",2023,63.00
3557,Rape,Males,Number,Germany,2022,1615.00
3558,Rape,Males,Number,Germany,2023,1563.00
3559,Rape,Males,Number,Denmark,2008,57.00
3560,Rape,Males,Number,Denmark,2009,53.00
3561,Rape,Males,Number,Denmark,2010,56.00
3562,Rape,Males,Number,Denmark,2011,50.00
3563,Rape,Males,Number,Denmark,2012,62.00
3564,Rape,Males,Number,Denmark,2013,54.00
3565,Rape,Males,Number,Denmark,2014,71.00
3566,Rape,Females,Number,Latvia,2018,2.00
3567,Rape,Males,Number,Denmark,2015,96.00
3568,Rape,Males,Number,Denmark,2016,102.00
3569,Rape,Females,Number,Latvia,2019,2.00
3570,Rape,Males,Number,Denmark,2017,105.00
3571,Rape,Females,Number,Latvia,2020,2.00
3572,Rape,Males,Number,Denmark,2018,138.00
3573,Rape,Males,Number,Denmark,2019,168.00
3574,Rape,Females,Number,Latvia,2021,2.00
3575,Rape,Males,Number,Denmark,2020,158.00
3576,Rape,Females,Number,Latvia,2022,3.00
3577,Rape,Males,Number,Denmark,2021,181.00
3578,Rape,Males,Number,Denmark,2022,208.00
3579,Rape,Males,Number,Denmark,2023,209.00
3580,Rape,Males,Number,Belgium,2008,782.00
3581,Rape,Males,Number,Estonia,2010,124.00
3582,Rape,Females,"Per hundred thousand inhabitants",Romania,2009,0.04
3583,Rape,Males,Number,Estonia,2011,92.00
3584,Rape,Females,"Per hundred thousand inhabitants",Romania,2010,0.03
3585,Rape,Males,Number,Estonia,2013,88.00
3586,Rape,Females,"Per hundred thousand inhabitants",Romania,2011,0.02
3587,Rape,Males,Number,Estonia,2015,90.00
3588,Rape,Females,"Per hundred thousand inhabitants",Romania,2012,0.07
3589,Rape,Males,Number,Estonia,2016,86.00
3590,Rape,Females,"Per hundred thousand inhabitants",Romania,2013,0.10
3591,Rape,Males,Number,Estonia,2017,91.00
3592,Rape,Males,Number,Belgium,2009,767.00
3593,Rape,Males,Number,Estonia,2018,98.00
3594,Rape,Males,Number,Estonia,2019,101.00
3595,Rape,Males,Number,Belgium,2010,736.00
3596,Rape,Females,Number,Latvia,2023,1.00
3597,Rape,Males,Number,Estonia,2020,95.00
3598,Rape,Males,Number,Belgium,2011,776.00
3599,Rape,Males,Number,Estonia,2021,88.00
3600,Rape,Males,Number,Belgium,2012,827.00
3601,Rape,Females,Number,Montenegro,2008,0.00
3602,Rape,Males,Number,Estonia,2022,82.00
3603,Rape,Males,Number,Bulgaria,2008,477.00
3604,Rape,Males,Number,Estonia,2023,76.00
3605,Rape,Females,Number,Montenegro,2009,0.00
3606,Rape,Males,Number,Bulgaria,2009,411.00
3607,Rape,Males,Number,Greece,2008,201.00
3608,Rape,Females,Number,Montenegro,2010,0.00
3609,Rape,Males,Number,Greece,2009,212.00
3610,Rape,Males,Number,Greece,2010,218.00
3611,Rape,Females,Number,Montenegro,2011,0.00
3612,Rape,Males,Number,Greece,2011,207.00
3613,Rape,Females,Number,Montenegro,2012,0.00
3614,Rape,Males,Number,Bulgaria,2010,376.00
3615,Rape,Males,Number,Bulgaria,2011,314.00
3616,Rape,Males,Number,Bulgaria,2012,297.00
3617,Rape,Males,Number,Bulgaria,2013,280.00
3618,Rape,Males,Number,Bulgaria,2014,281.00
3619,Rape,Females,Number,Montenegro,2013,0.00
3620,Rape,Males,Number,Bulgaria,2015,245.00
3621,Rape,Males,Number,Bulgaria,2016,245.00
3622,Rape,Females,Number,Montenegro,2014,0.00
3623,Rape,Females,Number,Montenegro,2015,0.00
3624,Rape,Females,"Per hundred thousand inhabitants",Romania,2014,0.18
3625,Rape,Females,Number,Montenegro,2016,0.00
3626,Rape,Females,Number,Montenegro,2017,0.00
3627,Rape,Females,Number,Montenegro,2018,0.00
3628,Rape,Males,Number,Greece,2012,176.00
3629,Rape,Males,Number,Greece,2013,178.00
3630,Rape,Males,Number,Greece,2014,196.00
3631,Rape,Males,Number,Greece,2015,137.00
3632,Rape,Males,Number,Greece,2016,165.00
3633,Rape,Males,Number,Greece,2017,302.00
3634,Rape,Males,Number,Greece,2018,270.00
3635,Rape,Males,Number,Greece,2019,344.00
3636,Rape,Males,Number,Greece,2020,337.00
3637,Rape,Males,Number,Greece,2021,289.00
3638,Rape,Males,Number,Greece,2022,297.00
3639,Rape,Males,Number,Greece,2023,305.00
3640,Rape,Males,Number,Spain,2008,2265.00
3641,Rape,Males,Number,Spain,2009,2437.00
3642,Rape,Females,"Per hundred thousand inhabitants",Romania,2015,0.16
3643,Rape,Males,Number,Spain,2010,2459.00
3644,Rape,Females,Number,Montenegro,2019,0.00
3645,Rape,Females,"Per hundred thousand inhabitants",Romania,2016,0.21
3646,Rape,Females,"Per hundred thousand inhabitants",Romania,2017,0.13
3647,Rape,Females,Number,Montenegro,2020,0.00
3648,Rape,Females,"Per hundred thousand inhabitants",Romania,2018,0.15
3649,Rape,Males,Number,Spain,2011,2353.00
3650,Rape,Females,"Per hundred thousand inhabitants",Romania,2019,0.16
3651,Rape,Males,Number,Spain,2012,2204.00
3652,Rape,Females,"Per hundred thousand inhabitants",Romania,2020,0.21
3653,Rape,Males,Number,Spain,2013,2158.00
3654,Rape,Males,Number,Spain,2014,2115.00
3655,Rape,Males,Number,Spain,2015,2230.00
3656,Rape,Females,Number,Montenegro,2021,0.00
3657,Rape,Females,Number,Montenegro,2022,0.00
3658,Rape,Males,Number,Spain,2016,3174.00
3659,Rape,Females,"Per hundred thousand inhabitants",Romania,2021,0.26
3660,Rape,Females,Number,Montenegro,2023,0.00
3661,Rape,Females,"Per hundred thousand inhabitants",Romania,2022,0.30
3662,Rape,Females,"Per hundred thousand inhabitants",Romania,2023,0.33
3663,Rape,Females,Number,Malta,2013,0.00
3664,Rape,Females,"Per hundred thousand inhabitants",Serbia,2013,0.00
3665,Rape,Males,Number,Spain,2017,3236.00
3666,Rape,Females,"Per hundred thousand inhabitants",Serbia,2014,0.00
3667,Rape,Females,"Per hundred thousand inhabitants",Serbia,2015,0.00
3668,Rape,Males,Number,Spain,2018,3285.00
3669,Rape,Males,Number,Bulgaria,2017,228.00
3670,Rape,Males,Number,Spain,2019,3328.00
3671,Rape,Males,Number,Bulgaria,2018,216.00
3672,Rape,Females,Number,Malta,2014,0.00
3673,Rape,Males,Number,Bulgaria,2019,204.00
3674,Rape,Females,"Per hundred thousand inhabitants",Serbia,2016,0.03
3675,Rape,Males,Number,Bulgaria,2020,179.00
3676,Rape,Females,Number,Malta,2015,0.00
3677,Rape,Males,Number,Bulgaria,2021,158.00
3678,Rape,Females,"Per hundred thousand inhabitants",Serbia,2017,0.03
3679,Rape,Females,"Per hundred thousand inhabitants",Serbia,2018,0.03
3680,Rape,Females,"Per hundred thousand inhabitants",Serbia,2019,0.03
3681,Rape,Females,"Per hundred thousand inhabitants",Serbia,2020,0.08
3682,Rape,Females,"Per hundred thousand inhabitants",Serbia,2021,0.09
3683,Rape,Males,Number,Bulgaria,2022,177.00
3684,Rape,Males,Number,Bulgaria,2023,160.00
3685,Rape,Females,"Per hundred thousand inhabitants",Serbia,2022,0.00
3686,Rape,Males,Number,Switzerland,2008,161.00
3687,Rape,Males,Number,Switzerland,2009,147.00
3688,Rape,Females,"Per hundred thousand inhabitants",Serbia,2023,0.00
3689,Rape,Males,Number,Switzerland,2010,179.00
3690,Rape,Females,"Per hundred thousand inhabitants",Sweden,2008,0.02
3691,Rape,Males,Number,Switzerland,2011,158.00
3692,Rape,Females,"Per hundred thousand inhabitants",Sweden,2009,0.04
3693,Rape,Females,"Per hundred thousand inhabitants",Sweden,2010,0.04
3694,Rape,Females,"Per hundred thousand inhabitants",Sweden,2011,0.04
3695,Rape,Males,Number,Switzerland,2012,158.00
3696,Rape,Males,Number,Switzerland,2013,171.00
3697,Rape,Males,Number,Switzerland,2014,177.00
3698,Rape,Females,"Per hundred thousand inhabitants",Sweden,2012,0.04
3699,Rape,Males,Number,Spain,2020,3450.00
3700,Rape,Females,"Per hundred thousand inhabitants",Sweden,2013,0.06
3701,Rape,Males,Number,Spain,2021,3699.00
3702,Rape,Males,Number,Spain,2022,3993.00
3703,Rape,Males,Number,Switzerland,2015,175.00
3704,Rape,Males,Number,Switzerland,2016,207.00
3705,Rape,Males,Number,Switzerland,2017,209.00
3706,Rape,Males,Number,Spain,2023,3983.00
3707,Rape,Males,Number,Finland,2023,78.00
3708,Rape,Males,Number,Switzerland,2018,213.00
3709,Rape,Males,Number,France,2008,7974.00
3710,Rape,Males,Number,Switzerland,2019,236.00
3711,Rape,Males,Number,France,2009,7725.00
3712,Rape,Males,Number,Switzerland,2020,240.00
3713,Rape,Males,Number,France,2010,7462.00
3714,Rape,Males,Number,France,2011,7551.00
3715,Rape,Males,Number,Switzerland,2021,221.00
3716,Rape,Males,Number,Switzerland,2022,195.00
3717,Rape,Males,Number,Cyprus,2012,30.00
3718,Rape,Males,Number,France,2012,7583.00
3719,Rape,Males,Number,Cyprus,2013,35.00
3720,Rape,Males,Number,Cyprus,2022,40.00
3721,Rape,Males,Number,Czechia,2011,501.00
3722,Rape,Males,Number,France,2013,7568.00
3723,Rape,Males,Number,Czechia,2012,491.00
3724,Rape,Males,Number,France,2014,7162.00
3725,Rape,Males,Number,France,2016,4379.00
3726,Rape,Males,Number,France,2017,6925.00
3727,Rape,Males,Number,France,2018,7180.00
3728,Rape,Females,"Per hundred thousand inhabitants",Sweden,2014,0.04
3729,Rape,Females,"Per hundred thousand inhabitants",Sweden,2015,0.06
3730,Rape,Males,Number,Czechia,2013,463.00
3731,Rape,Females,"Per hundred thousand inhabitants",Sweden,2016,0.04
3732,Rape,Males,Number,Czechia,2014,469.00
3733,Rape,Females,"Per hundred thousand inhabitants",Sweden,2017,0.00
3734,Rape,Males,Number,France,2019,7424.00
3735,Rape,Females,"Per hundred thousand inhabitants",Sweden,2018,0.02
3736,Rape,Males,Number,Czechia,2015,496.00
3737,Rape,Females,"Per hundred thousand inhabitants",Sweden,2019,0.06
3738,Rape,Males,Number,Czechia,2016,538.00
3739,Rape,Males,Number,France,2020,7540.00
3740,Rape,Males,Number,France,2021,8318.00
3741,Rape,Males,Number,France,2023,9857.00
3742,Rape,Females,"Per hundred thousand inhabitants",Sweden,2020,0.02
3743,Rape,Males,Number,Croatia,2008,145.00
3744,Rape,Females,"Per hundred thousand inhabitants",Sweden,2021,0.06
3745,Rape,Males,Number,Croatia,2009,158.00
3746,Rape,Males,Number,"England and Wales",2008,4224.00
3747,Rape,Females,"Per hundred thousand inhabitants",Sweden,2022,0.12
3748,Rape,Males,Number,"England and Wales",2009,4456.00
3749,Rape,Females,"Per hundred thousand inhabitants",Sweden,2023,0.15
3750,Rape,Males,Number,Croatia,2010,156.00
3751,Rape,Males,Number,Croatia,2012,142.00
3752,Rape,Males,Number,"England and Wales",2010,4533.00
3753,Rape,Males,Number,"England and Wales",2011,4942.00
3754,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2016,0.00
3755,Rape,Males,Number,"England and Wales",2012,5233.00
3756,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2017,0.00
3757,Rape,Males,Number,"England and Wales",2013,5393.00
3758,Rape,Males,Number,Croatia,2013,100.00
3759,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2018,0.00
3760,Rape,Males,Number,"England and Wales",2014,5707.00
3761,Rape,Males,Number,Croatia,2014,97.00
3762,Rape,Males,Number,"England and Wales",2015,6155.00
3763,Rape,Males,Number,Croatia,2015,91.00
3764,Rape,Males,Number,"England and Wales",2016,6575.00
3765,Rape,Males,Number,Croatia,2018,47.00
3766,Rape,Males,Number,"England and Wales",2017,6982.00
3767,Rape,Males,Number,"England and Wales",2018,7141.00
3768,Rape,Males,Number,Croatia,2019,52.00
3769,Rape,Males,Number,Croatia,2020,36.00
3770,Rape,Males,Number,Croatia,2021,41.00
3771,Rape,Males,Number,Croatia,2022,51.00
3772,Rape,Males,Number,Croatia,2023,42.00
3773,Rape,Males,Number,Hungary,2013,385.00
3774,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2019,0.00
3775,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2020,0.00
3776,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2021,0.00
3777,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2022,0.00
3778,Rape,Males,Number,"Scotland (NUTS 2021)",2008,176.00
3779,Rape,Females,"Per hundred thousand inhabitants",Slovenia,2023,0.00
3780,Rape,Males,Number,"Scotland (NUTS 2021)",2009,172.00
3781,Rape,Females,"Per hundred thousand inhabitants",Slovakia,2014,0.00
3782,Rape,Males,Number,"Scotland (NUTS 2021)",2010,168.00
3783,Rape,Males,Number,"Scotland (NUTS 2021)",2011,161.00
3784,Rape,Males,Number,"Scotland (NUTS 2021)",2012,154.00
3785,Rape,Males,Number,"Scotland (NUTS 2021)",2013,160.00
3786,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2009,48.00
3787,Rape,Females,"Per hundred thousand inhabitants",Slovakia,2015,0.00
3788,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2010,44.00
3789,Rape,Females,"Per hundred thousand inhabitants",Slovakia,2016,0.00
3790,Rape,Males,Number,Hungary,2014,294.00
3791,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2011,40.00
3792,Rape,Females,"Per hundred thousand inhabitants",Slovakia,2017,0.00
3793,Rape,Males,Number,Hungary,2015,266.00
3794,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2012,44.00
3795,Rape,Males,Number,Hungary,2017,610.00
3796,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2013,94.00
3797,Rape,Males,Number,Hungary,2018,285.00
3798,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2014,92.00
3799,Rape,Females,"Per hundred thousand inhabitants",Slovakia,2018,0.00
3800,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2015,76.00
3801,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2016,55.00
3802,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2017,54.00
3803,Rape,Males,Number,Hungary,2019,575.00
3804,Rape,Males,Number,"Northern Ireland (UK) (NUTS 2021)",2018,46.00
3805,Rape,Males,Number,Hungary,2020,861.00
3806,Rape,Males,Number,Kosovo*,2013,4.00
3807,Rape,Males,Number,Kosovo*,2014,23.00
3808,Rape,Males,Number,Kosovo*,2015,31.00
3809,Rape,Males,"Per hundred thousand inhabitants",Germany,2021,4.10
3810,Rape,Males,Number,Kosovo*,2017,21.00
3811,Rape,Males,Number,Kosovo*,2018,37.00
3812,Rape,Males,"Per hundred thousand inhabitants",Germany,2022,3.93
3813,Rape,Males,Number,Hungary,2021,1059.00
3814,Rape,Males,Number,Kosovo*,2019,29.00
3815,Rape,Males,"Per hundred thousand inhabitants",Germany,2023,3.82
3816,Rape,Males,Number,Hungary,2022,1032.00
3817,Rape,Males,Number,Kosovo*,2020,37.00
3818,Rape,Males,"Per hundred thousand inhabitants",Denmark,2008,2.10
3819,Rape,Males,Number,Hungary,2023,1106.00
3820,Rape,Males,"Per hundred thousand inhabitants",Albania,2008,6.74
3821,Rape,Males,"Per hundred thousand inhabitants",Denmark,2009,1.94
3822,Rape,Males,Number,Iceland,2013,12.00
3823,Rape,Males,"Per hundred thousand inhabitants",Albania,2009,6.00
3824,Rape,Males,Number,Iceland,2017,11.00
3825,Rape,Males,"Per hundred thousand inhabitants",Albania,2011,5.13
3826,Rape,Males,"Per hundred thousand inhabitants",Albania,2014,5.41
3827,Rape,Males,"Per hundred thousand inhabitants",Albania,2015,5.27
3828,Rape,Males,Number,Iceland,2018,6.00
3829,Rape,Males,"Per hundred thousand inhabitants",Albania,2016,6.71
3830,Rape,Males,Number,Italy,2008,1613.00
3831,Rape,Males,Number,Italy,2009,1812.00
3832,Rape,Males,Number,Italy,2010,1905.00
3833,Rape,Males,Number,Italy,2011,1988.00
3834,Rape,Males,Number,Italy,2012,2010.00
3835,Rape,Males,Number,Italy,2013,1933.00
3836,Rape,Males,"Per hundred thousand inhabitants",Denmark,2010,2.04
3837,Rape,Males,"Per hundred thousand inhabitants",Denmark,2011,1.81
3838,Rape,Males,"Per hundred thousand inhabitants",Denmark,2012,2.24
3839,Rape,Males,"Per hundred thousand inhabitants",Denmark,2013,1.94
3840,Rape,Males,"Per hundred thousand inhabitants",Denmark,2014,2.54
3841,Rape,Males,"Per hundred thousand inhabitants",Denmark,2015,3.42
3842,Rape,Males,"Per hundred thousand inhabitants",Denmark,2016,3.59
3843,Rape,Males,Number,Italy,2014,1883.00
3844,Rape,Males,"Per hundred thousand inhabitants",Denmark,2017,3.67
3845,Rape,Males,Number,Liechtenstein,2016,0.00
3846,Rape,Males,"Per hundred thousand inhabitants",Denmark,2018,4.80
3847,Rape,Males,Number,Lithuania,2008,399.00
3848,Rape,Males,"Per hundred thousand inhabitants",Denmark,2019,5.82
3849,Rape,Males,Number,Lithuania,2009,419.00
3850,Rape,Males,"Per hundred thousand inhabitants",Denmark,2020,5.45
3851,Rape,Males,Number,Lithuania,2010,422.00
3852,Rape,Males,"Per hundred thousand inhabitants",Denmark,2021,6.23
3853,Rape,Males,Number,Lithuania,2011,467.00
3854,Rape,Males,"Per hundred thousand inhabitants",Denmark,2022,7.12
3855,Rape,Males,"Per hundred thousand inhabitants",Denmark,2023,7.09
3856,Rape,Males,"Per hundred thousand inhabitants",Estonia,2010,19.97
3857,Rape,Males,"Per hundred thousand inhabitants",Estonia,2011,14.85
3858,Rape,Males,"Per hundred thousand inhabitants",Estonia,2013,14.28
3859,Rape,Males,"Per hundred thousand inhabitants",Estonia,2015,14.64
3860,Rape,Males,"Per hundred thousand inhabitants",Estonia,2016,13.95
3861,Rape,Males,Number,Lithuania,2012,499.00
3862,Rape,Males,"Per hundred thousand inhabitants",Estonia,2017,14.74
3863,Rape,Males,Number,Lithuania,2013,469.00
3864,Rape,Males,"Per hundred thousand inhabitants",Estonia,2018,15.78
3865,Rape,Males,Number,Lithuania,2014,457.00
3866,Rape,Males,"Per hundred thousand inhabitants",Estonia,2019,16.14
3867,Rape,Males,Number,Lithuania,2015,314.00
3868,Rape,Males,"Per hundred thousand inhabitants",Estonia,2020,15.10
3869,Rape,Males,Number,Lithuania,2016,310.00
3870,Rape,Males,"Per hundred thousand inhabitants",Estonia,2021,13.95
3871,Rape,Males,Number,Lithuania,2017,353.00
3872,Rape,Males,"Per hundred thousand inhabitants",Estonia,2022,12.95
3873,Rape,Males,"Per hundred thousand inhabitants",Estonia,2023,11.74
3874,Rape,Males,"Per hundred thousand inhabitants",Greece,2008,3.69
