DATAFLOW,LAST UPDATE,freq,iccs,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Poland,2023,7.04,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2008,4.12,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2009,4.62,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2010,4.4,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2011,3.92,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2012,4.04,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2013,4.14,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2014,4.09,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2015,4.14,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2016,4.06,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2017,4.1,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2018,3.2,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2019,3.05,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2020,3.09,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2021,3.15,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2022,4.22,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Portugal,2023,2.57,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2008,13.68,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2009,13.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2010,14.01,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2011,15.42,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2012,16.83,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2013,19.51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2014,19.05,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2015,19.74,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2016,20.89,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2017,18.98,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2018,19.18,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2019,19.34,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2020,21,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2021,26.97,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2022,29.19,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Romania,2023,30.1,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2013,6.03,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2014,6.58,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2015,5.34,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2016,5.6,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2017,5.69,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2018,5.16,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2019,4.77,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2020,6.96,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2021,6.66,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2022,6.8,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Serbia,2023,6.87,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2008,9.71,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2009,9.21,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2010,8.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2011,8.44,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2012,8.08,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2013,7.78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2014,8.1,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2015,7.68,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2016,7.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2017,6.94,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2018,6.63,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2019,8.75,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2020,10.59,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2021,10.84,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2022,12.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Sweden,2023,12.55,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2016,1.07,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2017,1.37,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2018,0.78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2019,0.67,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2020,0.76,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2021,0.57,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2022,1.51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovenia,2023,1.88,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2014,5.38,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2015,5.45,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2016,5.4,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2017,9.09,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2018,5.08,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2019,4.96,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2020,5.37,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2021,5.03,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Slovakia,2023,5.46,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2009,1.52,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2010,2.45,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2011,2.19,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2012,5.93,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2013,27.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2014,32.97,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2015,37,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2016,39.38,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2018,29.28,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2019,28.61,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2020,27.78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2021,27.31,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2022,27.67,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Türkiye,2023,22.03,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2008,15.77,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2009,16.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2010,16.64,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2011,17.97,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2012,18.86,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2013,19.3,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2014,20.26,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2015,21.64,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2016,22.91,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2017,24.14,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,England and Wales,2018,24.51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,7.02,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,6.82,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,6.61,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,6.29,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,5.98,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,6.2,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,5.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,4.99,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,4.51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,4.93,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,10.49,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,10.21,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,5.95,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Kosovo*,2018,4.17,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Kosovo*,2019,3.28,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Males,Per hundred thousand inhabitants,Kosovo*,2020,4.23,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2008,109,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2009,108,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2010,72,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2011,74,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2012,75,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2013,72,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2014,80,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2015,78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2016,99,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2017,90,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2018,108,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2019,74,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2020,65,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2021,64,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2022,82,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Albania,2023,78,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2008,245,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2009,259,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2010,375,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2011,402,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2012,405,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2013,426,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2014,428,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2015,403,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2016,488,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2017,505,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2018,489,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2019,503,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2020,470,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2021,493,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2022,521,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Austria,2023,539,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2013,61,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2014,67,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2015,57,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2016,46,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2017,45,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2018,152,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2019,51,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2020,34,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2021,53,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2022,54,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bosnia and Herzegovina,2023,63,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Belgium,2008,790,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Belgium,2009,776,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Belgium,2010,739,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Belgium,2011,783,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Belgium,2012,833,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2008,477,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2009,411,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2010,377,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2011,317,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2012,298,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2013,281,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2014,282,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2015,246,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2016,246,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2017,228,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2018,216,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2019,204,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2020,179,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2021,158,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2022,178,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Bulgaria,2023,161,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2008,161,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2009,147,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2010,179,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2011,159,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2012,159,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2013,171,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2014,177,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2015,175,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2016,207,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2017,209,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2018,214,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2019,236,,
ESTAT:CRIM_PRIS_OFF(1.0),23/04/25 11:00:00,Annual,Rape,Total,Number,Switzerland,2020,240,,
